;vegnr;vegkategori;Antall siffer;bbox
1806;FV4250;F;4;6.2613,58.3291,6.2802,58.3345
1807;FV4252;F;4;6.3998,58.4018,6.4378,58.4197
1808;FV4254;F;4;6.5463,58.3805,6.5931,58.4247
1809;FV4256;F;4;6.5519,58.4448,6.5792,58.4568
1810;FV4258;F;4;6.4765,58.4562,6.5703,58.6492
1811;FV4260;F;4;6.5188,58.5108,6.5674,58.5289
1812;FV4262;F;4;6.2648,58.3934,6.2749,58.3988
1813;FV4264;F;4;6.1505,58.4479,6.2837,58.5339
1814;FV4266;F;4;6.1595,58.514,6.1652,58.532
1815;FV4268;F;4;6.3355,58.4928,6.36,58.5319
1816;FV4270;F;4;6.335,58.5312,6.3557,58.5513
1817;FV4272;F;4;6.2906,58.5385,6.3104,58.5546
1818;FV4274;F;4;6.1884,58.5393,6.2342,58.5641
1819;FV4276;F;4;6.1014,58.3666,6.1128,58.3804
1820;FV4278;F;4;6.0219,58.4087,6.0341,58.4164
1821;FV4280;F;4;6.0057,58.42,6.0127,58.4312
1822;FV4282;F;4;6.006,58.4261,6.1556,58.4489
1823;FV4284;F;4;6.0231,58.4419,6.1305,58.4601
1824;FV4286;F;4;5.902,58.4359,5.9754,58.4652
1825;FV4288;F;4;5.9758,58.4253,5.9812,58.4397
1826;FV4290;F;4;5.9604,58.4304,5.9781,58.4359
1827;FV4292;F;4;6.0157,58.4592,6.0159,58.4607
1828;FV4294;F;4;6.0258,58.4686,6.064,58.4788
1829;FV4296;F;4;5.9941,58.48,6.0651,58.5809
1830;FV4298;F;4;5.9426,58.5023,6.0157,58.5208
1831;FV43;F;2;6.5694,58.0817,7.247,58.4554
1832;FV4300;F;4;5.8938,58.4862,5.8968,58.4877
1833;FV4302;F;4;5.869,58.4751,5.8854,58.4813
1834;FV4304;F;4;6.0403,58.545,6.0665,58.568
1835;FV4306;F;4;6.0689,58.5835,6.0917,58.6112
1836;FV4308;F;4;6.0732,58.5777,6.2486,58.6118
1837;FV4310;F;4;6.0105,58.5799,6.0782,58.6308
1838;FV4312;F;4;5.9818,58.579,6.0105,58.5958
1839;FV4314;F;4;6.0533,58.6384,6.0954,58.6959
1840;FV4316;F;4;6.0954,58.659,6.1617,58.6887
1841;FV4318;F;4;6.1991,58.6739,6.4288,58.7094
1842;FV4320;F;4;6.354,58.6676,6.3926,58.6739
1843;FV4322;F;4;5.9879,58.6859,6.0761,58.7037
1844;FV4324;F;4;5.7886,58.4978,5.8059,58.5029
1845;FV4326;F;4;5.7908,58.5019,5.8087,58.5065
1846;FV4328;F;4;5.806,58.5163,5.8226,58.5201
1847;FV4330;F;4;5.7442,58.5398,5.8476,58.6341
1848;FV4332;F;4;5.6707,58.5546,5.6991,58.5718
1849;FV4334;F;4;5.6527,58.5509,5.7731,58.5762
1850;FV4336;F;4;5.6837,58.5713,5.7003,58.581
1851;FV4338;F;4;5.6515,58.5754,5.6823,58.6149
1852;FV4340;F;4;5.6809,58.5835,5.6997,58.5949
1853;FV4342;F;4;5.6412,58.5968,5.6607,58.598
1854;FV4344;F;4;5.6599,58.5987,5.6728,58.6074
1855;FV4346;F;4;5.6358,58.6044,5.6391,58.6136
1856;FV4348;F;4;5.6044,58.6102,5.6246,58.6216
1857;FV4350;F;4;5.6223,58.6178,5.6681,58.6333
1858;FV4352;F;4;5.6387,58.6143,5.6451,58.6228
1859;FV4354;F;4;5.6471,58.6146,5.6568,58.6282
1860;FV4356;F;4;5.6589,58.6118,5.7365,58.6319
1861;FV4358;F;4;5.6692,58.5936,5.7372,58.6156
1862;FV4360;F;4;5.5969,58.6166,5.6712,58.6733
1863;FV4362;F;4;5.6678,58.6302,5.7134,58.6359
1864;FV4364;F;4;5.6404,58.6204,5.6501,58.6215
1865;FV4366;F;4;5.6245,58.6414,5.6712,58.6624
1866;FV4368;F;4;5.6665,58.651,5.7169,58.6638
1867;FV4370;F;4;5.5512,58.6544,5.5988,58.6665
1868;FV4372;F;4;5.5983,58.66,5.634,58.6636
1869;FV4374;F;4;5.6321,58.6569,5.6643,58.6708
1870;FV4376;F;4;5.6472,58.6668,5.7106,58.693
1871;FV4378;F;4;5.6488,58.6609,5.7357,58.6812
1872;FV4380;F;4;5.6401,58.6691,5.6679,58.7358
1873;FV4382;F;4;5.6453,58.6727,5.6529,58.6748
1874;FV4384;F;4;5.6284,58.6721,5.632,58.6747
1875;FV4386;F;4;5.6257,58.6754,5.6444,58.6885
1876;FV4388;F;4;5.6538,58.6788,5.6814,58.6964
1877;FV439;F;3;7.4916,58.0339,7.9035,58.1454
1878;FV4390;F;4;5.5745,58.6689,5.5901,58.6765
1879;FV4392;F;4;5.5915,58.6788,5.613,58.6835
1880;FV4394;F;4;5.5744,58.6789,5.5986,58.6918
1881;FV4396;F;4;5.5613,58.6802,5.5662,58.6813
1882;FV4398;F;4;5.572,58.6953,5.6006,58.717
1883;FV44;F;2;5.5895,58.2781,6.6777,58.9658
1884;FV440;F;3;5.6864,58.9509,5.742,58.9783
1885;FV4400;F;4;5.6049,58.6921,5.6449,58.699
1886;FV4402;F;4;5.6114,58.6785,5.6259,58.6921
1887;FV4404;F;4;5.7052,58.6796,5.7441,58.6846
1888;FV441;F;3;5.6159,58.9511,5.7464,58.9722
1889;FV4410;F;4;5.7746,58.6755,5.9032,58.7631
1890;FV4412;F;4;6.3176,58.7577,6.3517,58.7794
1891;FV4414;F;4;6.2527,58.8045,6.372,58.8543
1892;FV4416;F;4;6.0932,58.8326,6.1219,58.8511
1893;FV4418;F;4;5.8863,58.7653,6.0914,58.7895
1894;FV4420;F;4;5.9361,58.7734,5.9465,58.7853
1895;FV4422;F;4;5.9855,58.7835,6.0023,58.808
1896;FV4424;F;4;5.7152,58.765,5.8542,58.7901
1897;FV4426;F;4;5.7877,58.7519,5.8229,58.7799
1898;FV4427;F;4;5.7245,58.7658,5.7969,58.7711
1899;FV4428;F;4;5.7662,58.6849,5.8103,58.7285
1900;FV4430;F;4;5.6875,58.6899,5.7691,58.7259
1901;FV4432;F;4;5.7382,58.7139,5.7513,58.7289
1902;FV4434;F;4;5.6938,58.7259,5.7283,58.7303
1903;FV4436;F;4;5.7268,58.7306,5.7443,58.7406
1904;FV4438;F;4;5.6645,58.7002,5.697,58.7055
1905;FV4440;F;4;5.6452,58.7035,5.656,58.7049
1906;FV4442;F;4;5.5525,58.6962,5.6177,58.712
1907;FV4443;F;4;5.6223,58.6999,5.6504,58.7171
1908;FV4444;F;4;5.627,58.7211,5.6802,58.7295
1909;FV4446;F;4;5.5321,58.719,5.5643,58.7263
1910;FV4448;F;4;5.5315,58.7148,5.6339,58.7301
1911;FV445;F;3;5.0094,61.586,5.0358,61.5988
1912;FV4450;F;4;5.5424,58.7022,5.6401,58.7398
1913;FV4452;F;4;5.6355,58.7446,5.6773,58.7728
1914;FV4454;F;4;5.6225,58.7603,5.6387,58.7841
1915;FV4456;F;4;5.5548,58.7252,5.6227,58.7601
1916;FV4458;F;4;5.6013,58.7392,5.6139,58.7443
1917;FV4460;F;4;5.5694,58.7441,5.601,58.7695
1918;FV4462;F;4;5.6363,58.7648,5.6515,58.775
1919;FV4464;F;4;5.6512,58.7621,5.6597,58.7642
1920;FV4466;F;4;5.6295,58.7728,5.7051,58.7865
1921;FV4468;F;4;5.5292,58.73,5.629,58.7764
1922;FV4470;F;4;5.5793,58.7681,5.6075,58.7882
1923;FV4472;F;4;5.6325,58.7844,5.6417,58.795
1924;FV4474;F;4;5.672,58.7864,5.6924,58.798
1925;FV4476;F;4;5.6004,58.8011,5.7253,58.8524
1926;FV4478;F;4;5.6088,58.8051,5.6886,58.8083
1927;FV4480;F;4;5.6042,58.807,5.6295,58.8264
1928;FV4482;F;4;5.5519,58.807,5.5881,58.8179
1929;FV4484;F;4;5.7813,58.8017,5.8242,58.8241
1930;FV4488;F;4;5.7386,58.8414,5.7583,58.8464
1931;FV4490;F;4;5.7162,58.8219,5.7365,58.8475
1932;FV4492;F;4;5.7367,58.8477,5.772,58.855
1933;FV4494;F;4;5.7495,58.855,5.7787,58.8993
1934;FV4496;F;4;5.7723,58.8366,5.9999,58.8724
1935;FV4498;F;4;5.8091,58.8171,6.0058,58.8467
1936;FV450;F;3;5.8822,58.7656,8.1975,59.4993
1937;FV4500;F;4;5.8214,58.8276,5.8396,58.8366
1938;FV4502;F;4;5.8154,58.8622,5.8604,58.8727
1939;FV4504;F;4;5.7744,58.8799,5.799,58.884
1940;FV4505;F;4;5.8372,58.8828,6.0096,58.9095
1941;FV4506;F;4;5.8249,58.8971,5.8511,58.9255
1942;FV4508;F;4;5.8513,58.9087,5.9682,58.9508
1943;FV451;F;3;10.9117,59.182,10.9262,59.2122
1944;FV4510;F;4;5.6237,58.8281,5.6495,58.8443
1945;FV4512;F;4;5.6495,58.8161,5.7031,58.8507
1946;FV4514;F;4;5.6728,58.821,5.687,58.8404
1947;FV4516;F;4;5.6861,58.8328,5.7164,58.846
1948;FV4518;F;4;5.5589,58.8396,5.6444,58.8607
1949;FV452;F;3;8.0221,58.1647,8.0415,58.2345
1950;FV4520;F;4;5.5682,58.8605,5.6022,58.8706
1951;FV4522;F;4;5.6282,58.8507,5.7091,58.8646
1952;FV4524;F;4;5.6022,58.8655,5.631,58.8864
1953;FV4526;F;4;5.6558,58.8752,5.7406,58.8946
1954;FV4528;F;4;5.6837,58.8672,5.6905,58.8765
1955;FV453;F;3;7.9759,58.2229,8.1099,58.2637
1956;FV4530;F;4;5.7002,58.8633,5.7253,58.8739
1957;FV4532;F;4;5.6947,58.8841,5.7281,58.8869
1958;FV4534;F;4;5.6926,58.8883,5.7295,58.9067
1959;FV4536;F;4;5.7381,58.871,5.7432,58.8946
1960;FV4538;F;4;5.7075,58.8939,5.7333,58.9062
1961;FV454;F;3;7.6944,58.242,7.9708,58.2986
1962;FV4540;F;4;5.6702,58.9119,5.6876,58.9526
1963;FV4542;F;4;5.6876,58.9224,5.7051,58.9304
1964;FV4543;F;4;5.696,58.9295,5.6987,58.9311
1965;FV4544;F;4;5.69,58.9294,5.6979,58.9405
1966;FV4546;F;4;5.7033,58.9033,5.718,58.9172
1967;FV4548;F;4;5.6803,58.9395,5.7136,58.9532
1968;FV455;F;3;7.4004,58.0333,7.5578,58.6163
1969;FV4550;F;4;5.7132,58.9341,5.7402,58.9502
1970;FV4552;F;4;5.7297,58.9453,5.7431,58.9478
1971;FV4554;F;4;5.5741,58.9348,5.6046,58.9443
1972;FV4556;F;4;5.5781,58.9438,5.6079,58.9578
1973;FV4558;F;4;5.5968,58.9612,5.6132,58.9741
1974;FV456;F;3;7.8137,58.0739,7.9638,58.1393
1975;FV4560;F;4;5.6123,58.9624,5.6695,58.9847
1976;FV4562;F;4;5.6459,58.9434,5.6702,58.9511
1977;FV4564;F;4;5.7421,58.9548,5.7574,58.9707
1978;FV4566;F;4;5.7215,58.9683,5.7506,59.0041
1979;FV4568;F;4;5.7364,58.9711,5.7826,58.9984
1980;FV457;F;3;7.9563,58.0757,7.9997,58.1121
1981;FV4570;F;4;5.6871,58.9652,5.7293,58.9801
1982;FV4572;F;4;5.6909,58.9602,5.7235,58.9717
1983;FV4574;F;4;5.702,58.9648,5.7119,58.9685
1984;FV4576;F;4;5.7109,58.9615,5.716,58.9676
1985;FV4578;F;4;5.7206,58.9637,5.7269,58.9707
1986;FV458;F;3;7.4617,58.0174,7.4805,58.0299
1987;FV4580;F;4;5.7311,58.965,5.7345,58.9677
1988;FV4582;F;4;5.7119,58.9697,5.7166,58.9744
1989;FV4584;F;4;5.6747,58.9721,5.7226,58.9949
1990;FV4586;F;4;5.6893,58.9801,5.6935,58.9918
1991;FV4588;F;4;5.6513,58.9835,5.677,58.9961
1992;FV459;F;3;7.5357,58.0928,7.6286,58.1015
1993;FV4590;F;4;5.585,58.9921,5.6508,59.0334
1994;FV4592;F;4;5.6439,58.9961,5.656,59.0074
1995;FV4594;F;4;5.6089,58.9867,5.6443,58.997
1996;FV4596;F;4;5.6275,58.9834,5.6326,58.9887
1997;FV4598;F;4;5.5702,58.9854,5.6188,59.0022
1998;FV46;F;2;5.6882,59.3987,6.2137,59.545
1999;FV460;F;3;7.0479,57.9845,7.4218,58.4683
2000;FV4600;F;4;5.6186,59.0002,5.6439,59.0072
2001;FV4602;F;4;5.5805,59.0002,5.6182,59.0128
2002;FV4604;F;4;5.5718,59.0022,5.5958,59.0179
2003;FV4606;F;4;5.5965,59.0153,5.6087,59.0213
2004;FV4608;F;4;5.6721,59.0363,5.7572,59.0563
2005;FV461;F;3;6.9655,58.1387,7.8578,58.3224
2006;FV4610;F;4;5.6639,59.0378,5.6747,59.0556
2007;FV4612;F;4;5.5787,59.0632,5.7011,59.1028
2008;FV4614;F;4;5.6953,59.0976,5.7017,59.1062
2009;FV4616;F;4;5.5834,59.1055,5.7004,59.1322
2010;FV4618;F;4;5.6582,59.0993,5.6965,59.103
2011;FV462;F;3;7.5277,58.3752,7.7407,58.3876
2012;FV4620;F;4;5.7008,59.0777,5.777,59.1181
2013;FV4621;F;4;5.7579,59.0917,5.779,59.1188
2014;FV4622;F;4;5.7006,59.0831,5.719,59.0992
2015;FV4624;F;4;5.7948,59.1049,5.8587,59.1177
2016;FV4626;F;4;5.7806,59.14,5.8263,59.1712
2017;FV4628;F;4;5.8125,59.1617,5.8762,59.1961
2018;FV463;F;3;6.586,58.0972,6.6901,58.1171
2019;FV4630;F;4;6.088,58.8993,6.1091,58.9256
2020;FV4632;F;4;6.101,58.9171,6.1957,58.9585
2021;FV4634;F;4;6.109,58.8636,6.2722,58.9182
2022;FV4636;F;4;6.1532,58.8621,6.2196,58.8917
2023;FV4638;F;4;6.0047,58.914,6.0922,58.998
2024;FV464;F;3;7.0578,58.1387,7.0687,58.1603
2025;FV4640;F;4;5.9644,58.9717,6.0056,58.9806
2026;FV4642;F;4;6.0816,58.9905,6.1398,59.0013
2027;FV4644;F;4;6.0447,59.0202,6.1202,59.0515
2028;FV4646;F;4;5.9391,59.0329,6.0085,59.0573
2029;FV4648;F;4;5.9544,59.0369,5.956,59.055
2030;FV465;F;3;6.7592,58.0997,6.9743,58.6561
2031;FV4650;F;4;5.9225,59.0462,5.932,59.0617
2032;FV4652;F;4;5.9318,59.052,5.9462,59.0648
2033;FV4654;F;4;5.9328,59.0527,6.02,59.0716
2034;FV4656;F;4;5.9075,59.0646,5.9223,59.066
2035;FV4658;F;4;5.9116,59.0649,6.1002,59.133
2036;FV466;F;3;6.6695,58.3488,6.8377,58.487
2037;FV4660;F;4;5.9824,59.0695,6.003,59.1147
2038;FV4662;F;4;6.0027,59.0706,6.0341,59.0886
2039;FV4664;F;4;5.9527,59.0878,5.9905,59.097
2040;FV4666;F;4;6.0026,59.1032,6.0222,59.1148
2041;FV4668;F;4;6.2468,59.0323,6.4265,59.1359
2042;FV467;F;3;6.6233,58.4016,6.664,58.4263
2043;FV4670;F;4;6.2048,59.1349,6.3099,59.1485
2044;FV4672;F;4;6.1814,59.1484,6.2257,59.1569
2045;FV4674;F;4;6.0249,59.1385,6.1414,59.1787
2046;FV4676;F;4;6.102,59.1495,6.1394,59.1737
2047;FV4678;F;4;6.068,59.1763,6.1406,59.2245
2048;FV468;F;3;6.7138,58.6696,6.857,58.9062
2049;FV4680;F;4;6.0107,59.1928,6.1106,59.2286
2050;FV4682;F;4;6.1651,59.2177,6.4478,59.2952
2051;FV4684;F;4;5.8995,59.1245,5.9393,59.1526
2052;FV4686;F;4;5.9253,59.1899,5.9716,59.2077
2053;FV4688;F;4;5.8101,59.224,5.8839,59.2675
2054;FV469;F;3;6.5592,58.2362,6.6474,58.2784
2055;FV4690;F;4;5.9365,59.2343,6.1656,59.2895
2056;FV4692;F;4;5.3965,59.0576,5.4304,59.0698
2057;FV47;F;2;5.2628,59.3974,5.4157,59.5614
2058;FV470;F;3;6.6918,58.0722,6.7884,58.0981
2059;FV4700;F;4;6.1241,59.2636,6.1595,59.2872
2060;FV4702;F;4;6.3372,59.312,6.46,59.4614
2061;FV4704;F;4;6.2397,59.3482,6.3408,59.4017
2062;FV4706;F;4;6.2154,59.3269,6.2338,59.3554
2063;FV4708;F;4;6.1841,59.3255,6.2154,59.3465
2064;FV471;F;3;7.9864,58.1433,8.0191,58.164
2065;FV4710;F;4;6.0345,59.3183,6.1886,59.3644
2066;FV4712;F;4;5.9599,59.3536,6.1275,59.4345
2067;FV4714;F;4;6.2865,59.4695,6.336,59.4789
2068;FV4716;F;4;6.251,59.4759,6.2881,59.4847
2069;FV4718;F;4;6.578,59.4937,6.6554,59.5166
2070;FV472;F;3;7.0367,58.1175,7.0601,58.1323
2071;FV4720;F;4;6.7929,59.5917,6.8625,59.6546
2072;FV4722;F;4;6.2453,59.6244,6.3032,59.6406
2073;FV4724;F;4;6.3487,59.6506,6.3589,59.6909
2074;FV4726;F;4;6.3585,59.6517,6.4069,59.6674
2075;FV4728;F;4;6.3478,59.6471,6.351,59.6482
2076;FV4730;F;4;6.3172,59.5466,6.4669,59.6479
2077;FV4732;F;4;6.3465,59.6058,6.3741,59.6117
2078;FV4734;F;4;5.5139,59.4875,5.5473,59.5172
2079;FV4736;F;4;5.5532,59.5001,5.6062,59.6802
2080;FV4738;F;4;5.5367,59.5143,5.5636,59.534
2081;FV474;F;3;7.4461,58.0263,7.4655,58.0361
2082;FV4740;F;4;5.6431,59.4752,5.7243,59.4918
2083;FV4742;F;4;5.7243,59.4424,5.7441,59.4917
2084;FV4744;F;4;5.7243,59.4648,5.7545,59.4796
2085;FV4746;F;4;5.6944,59.4909,5.7396,59.5516
2086;FV4748;F;4;5.8566,59.547,5.8747,59.5725
2087;FV4750;F;4;5.8718,59.5407,5.9005,59.551
2088;FV4752;F;4;5.9059,59.498,6.0613,59.5719
2089;FV4754;F;4;5.9294,59.5151,5.9766,59.5397
2090;FV4756;F;4;5.9412,59.5217,5.9692,59.5401
2091;FV4758;F;4;5.9808,59.4845,6.013,59.5072
2092;FV4760;F;4;5.7967,59.6044,5.8224,59.6286
2093;FV4762;F;4;5.4394,59.2085,5.4572,59.2325
2094;FV4764;F;4;5.383,59.1703,5.4515,59.2139
2095;FV4766;F;4;5.3861,59.1928,5.4412,59.2288
2096;FV4768;F;4;5.44,59.2198,5.4572,59.2231
2097;FV477;F;3;7.4424,58.0233,7.4675,58.0336
2098;FV4770;F;4;5.4643,59.2168,5.4958,59.2255
2099;FV4772;F;4;5.4591,59.2245,5.4664,59.2488
2100;FV4774;F;4;5.489,59.277,5.5255,59.2959
2101;FV4775;F;4;5.3968,59.2946,5.4525,59.3209
2102;FV4776;F;4;5.4807,59.3197,5.6184,59.4326
2103;FV4777;F;4;5.4923,59.2849,5.524,59.3222
2104;FV4778;F;4;5.4813,59.3317,5.5485,59.3968
2105;FV478;F;3;7.8359,58.1552,7.9241,58.2072
2106;FV4780;F;4;5.4642,59.2763,5.4911,59.3985
2107;FV4781;F;4;5.5439,59.4329,5.612,59.4547
2108;FV4782;F;4;5.5722,59.4488,5.5962,59.4698
2109;FV4784;F;4;5.6484,59.2874,5.7303,59.339
2110;FV4786;F;4;5.762,59.3494,5.7997,59.4175
2111;FV4788;F;4;5.7998,59.3469,5.8014,59.3493
2112;FV479;F;3;7.789,58.079,7.8109,58.0854
2113;FV4790;F;4;5.8574,59.3456,5.8927,59.3733
2114;FV4792;F;4;5.8606,59.3462,5.8792,59.3655
2115;FV4794;F;4;5.3852,59.3616,5.41,59.4239
2116;FV4796;F;4;5.3822,59.4243,5.3965,59.4533
2117;FV4798;F;4;5.3802,59.435,5.3839,59.4544
2118;FV48;F;2;5.6669,60.0511,6.0207,60.379
2119;FV480;F;3;6.9453,58.0694,7.043,58.1175
2120;FV4800;F;4;5.3554,59.3764,5.3734,59.4122
2121;FV4802;F;4;5.295,59.3367,5.3644,59.4068
2122;FV4806;F;4;5.3623,59.2827,5.3716,59.3267
2123;FV4808;F;4;5.2415,59.365,5.2863,59.4073
2124;FV4810;F;4;5.2294,59.3808,5.2436,59.3908
2125;FV4812;F;4;5.2436,59.3895,5.2673,59.3971
2126;FV4814;F;4;5.2484,59.3763,5.2841,59.3781
2127;FV4816;F;4;5.2581,59.37,5.2813,59.3727
2128;FV4818;F;4;5.2245,59.3525,5.2768,59.358
2129;FV482;F;3;7.9305,58.1517,8.0083,58.2274
2130;FV4820;F;4;5.2773,59.3529,5.2905,59.3556
2131;FV4822;F;4;5.2482,59.3461,5.2764,59.3559
2132;FV4824;F;4;5.1977,59.321,5.2498,59.34
2133;FV4826;F;4;5.2216,59.2852,5.2931,59.3225
2134;FV4828;F;4;5.257,59.2773,5.2812,59.2818
2135;FV483;F;3;7.9572,58.145,7.982,58.153
2136;FV4830;F;4;5.2103,59.2772,5.2417,59.2994
2137;FV4832;F;4;5.2012,59.2697,5.2316,59.2907
2138;FV4834;F;4;5.202,59.2949,5.2202,59.2989
2139;FV4836;F;4;5.1896,59.2688,5.1989,59.2804
2140;FV4838;F;4;5.1881,59.2636,5.195,59.2672
2141;FV484;F;3;7.9926,58.1461,7.999,58.1496
2142;FV4840;F;4;5.1895,59.2361,5.2009,59.2437
2143;FV4842;F;4;5.1803,59.2228,5.1949,59.232
2144;FV4844;F;4;5.2001,59.1528,5.2362,59.173
2145;FV4846;F;4;5.275,59.1533,5.3017,59.1802
2146;FV4848;F;4;5.3014,59.3525,5.3618,59.391
2147;FV4850;F;4;5.2876,59.4054,5.3031,59.4177
2148;FV4852;F;4;5.2802,59.376,5.3033,59.4052
2149;FV4854;F;4;4.8824,59.2947,5.2557,59.4234
2150;FV4856;F;4;5.2719,59.4035,5.3358,59.4204
2151;FV4858;F;4;5.2653,59.4124,5.2715,59.4171
2152;FV486;F;3;7.9931,58.1438,8.0039,58.1492
2153;FV4860;F;4;5.2555,59.4225,5.2667,59.4232
2154;FV4862;F;4;5.265,59.4268,5.2913,59.4401
2155;FV4864;F;4;5.2439,59.4282,5.2638,59.4367
2156;FV4866;F;4;5.2568,59.4348,5.2629,59.4371
2157;FV4868;F;4;5.2689,59.4501,5.3032,59.458
2158;FV4870;F;4;5.2562,59.4628,5.2761,59.4727
2159;FV4872;F;4;5.2618,59.4719,5.2984,59.4813
2160;FV488;F;3;8.0088,58.1503,8.0236,58.1524
2161;FV49;F;2;5.6259,60.0667,6.5461,60.4242
2162;FV490;F;3;8.0184,58.1503,8.0238,58.1601
2163;FV4919;F;4;5.2557,59.4094,5.2764,59.4138
2164;FV492;F;3;7.8768,58.1365,7.9026,58.1419
2165;FV494;F;3;8.0763,58.1446,8.0869,58.157
2166;FV4942;F;4;5.3052,59.4645,5.4351,59.503
2167;FV4944;F;4;5.4382,59.5064,5.5297,59.6098
2168;FV496;F;3;8.0522,58.1139,8.1614,58.1629
2169;FV498;F;3;8.1073,58.1696,8.1383,58.1802
2170;FV4980;F;4;5.2628,59.4913,5.3224,59.5969
2171;FV4982;F;4;5.4216,59.5403,5.4503,59.5495
2172;FV4984;F;4;5.3332,59.5814,5.4348,59.639
2173;FV4988;F;4;5.451,59.6351,5.4775,59.6682
2174;FV4990;F;4;5.4701,59.6785,5.5172,59.7187
2175;FV4992;F;4;5.1828,59.5868,5.2085,59.602
2176;FV4994;F;4;5.1846,59.595,5.2082,59.6022
2177;FV4996;F;4;5.2447,59.7307,5.3187,59.7536
2178;FV4998;F;4;5.1161,59.7674,5.1721,59.7939
2179;FV50;F;2;7.2104,60.598,8.3472,60.898
2180;FV500;F;3;5.4658,59.7486,6.3248,60.1309
2181;FV5000;F;4;5.345,59.6902,5.3657,59.7051
2182;FV5002;F;4;5.1326,59.7925,5.1761,59.8033
2183;FV5004;F;4;5.089,59.7971,5.1866,59.8995
2184;FV5006;F;4;5.1618,59.8156,5.2679,59.8701
2185;FV501;F;3;6.2596,58.3627,6.361,58.4749
2186;FV5010;F;4;5.2333,59.8267,5.25,59.8457
2187;FV5012;F;4;5.1691,59.7653,5.234,59.7927
2188;FV5014;F;4;5.7908,59.6504,5.946,59.7336
2189;FV5016;F;4;5.946,59.6698,5.9986,59.6749
2190;FV5018;F;4;5.9706,59.6515,6.0659,59.6698
2191;FV5020;F;4;5.9624,59.6472,6.0185,59.6589
2192;FV5022;F;4;6.12,59.723,6.1618,59.7285
2193;FV5024;F;4;5.9044,59.7334,6.1024,59.9534
2194;FV5026;F;4;5.718,59.8319,5.7321,59.835
2195;FV5028;F;4;5.711,59.8332,5.7745,59.8678
2196;FV503;F;3;6.0773,58.6321,6.3178,58.7793
2197;FV5030;F;4;6.004,59.9859,6.0153,59.9942
2198;FV5032;F;4;6.2324,60.1285,6.2979,60.1649
2199;FV5034;F;4;5.9963,59.9579,6.0288,59.9647
2200;FV5036;F;4;6.0149,59.9863,6.0224,59.9971
2201;FV5038;F;4;5.8594,59.8931,5.9553,59.9288
2202;FV504;F;3;5.6271,58.6114,5.9877,58.6664
2203;FV5040;F;4;5.9831,59.921,6.0037,59.952
2204;FV5042;F;4;5.5214,59.831,5.6093,59.8897
2205;FV5044;F;4;5.4957,59.7981,5.5191,59.8044
2206;FV5046;F;4;5.4774,59.7559,5.4932,59.7716
2207;FV5048;F;4;5.7315,59.783,5.8051,59.7932
2208;FV505;F;3;5.679,58.6404,5.814,58.8249
2209;FV5050;F;4;5.4986,59.7823,5.5305,59.8313
2210;FV5052;F;4;5.7344,59.7335,5.758,59.7878
2211;FV5054;F;4;5.7321,59.789,5.7514,59.7961
2212;FV5056;F;4;5.4927,59.767,5.4991,59.7775
2213;FV506;F;3;5.6404,58.7221,5.8623,58.7668
2214;FV5060;F;4;5.3963,59.7795,5.4819,59.7915
2215;FV5062;F;4;5.5057,59.7873,5.5147,59.7925
2216;FV5064;F;4;5.3675,59.7747,5.3919,59.7807
2217;FV5066;F;4;5.3431,59.7885,5.3722,59.7925
2218;FV5068;F;4;5.3205,59.8086,5.3678,59.8287
2219;FV507;F;3;5.5074,58.6776,5.5974,58.7913
2220;FV5070;F;4;5.2949,59.8625,5.3491,59.9181
2221;FV5072;F;4;5.3047,59.9553,5.3281,59.9711
2222;FV5074;F;4;5.6766,60.0741,5.6873,60.0773
2223;FV5076;F;4;5.5646,59.8941,5.7041,60.0608
2224;FV5078;F;4;5.4996,59.947,5.6281,60.0091
2225;FV508;F;3;5.9999,58.8222,6.0552,58.8948
2226;FV5080;F;4;5.5418,60.0436,5.5735,60.0634
2227;FV5082;F;4;5.5061,59.9419,5.5636,59.9705
2228;FV5084;F;4;5.4696,59.9412,5.4977,59.9801
2229;FV5086;F;4;5.3584,59.9771,5.4941,60.0613
2230;FV5088;F;4;5.5034,60.0454,5.5227,60.051
2231;FV5090;F;4;6.5889,59.9277,6.5982,59.9554
2232;FV5092;F;4;6.6174,60.2348,6.6244,60.2604
2233;FV5094;F;4;6.657,60.3256,6.6641,60.3529
2234;FV5096;F;4;7.0686,60.4665,7.1948,60.503
2235;FV5098;F;4;6.2524,60.2759,6.3874,60.2858
2236;FV5099;F;4;6.0879,60.131,6.2086,60.2479
2237;FV51;F;2;8.7951,60.7029,9.2986,61.8502
2238;FV510;F;3;5.5866,58.776,5.7075,58.9225
2239;FV5102;F;4;6.7241,60.3632,6.7435,60.3758
2240;FV5104;F;4;6.5529,60.2493,6.5723,60.2572
2241;FV5108;F;4;5.5829,60.1468,5.6725,60.197
2242;FV511;F;3;5.2597,59.1502,5.3247,59.2941
2243;FV5110;F;4;5.8301,60.2317,5.9386,60.2884
2244;FV5112;F;4;5.5981,60.2373,5.6675,60.2962
2245;FV5114;F;4;5.9202,60.0542,6.02,60.0982
2246;FV5116;F;4;6.0175,60.2724,6.038,60.296
2247;FV5118;F;4;6.0675,60.3587,6.1035,60.3692
2248;FV512;F;3;5.5803,58.9168,5.6044,58.9203
2249;FV5120;F;4;6.1436,60.3734,6.2006,60.3896
